label,text
ham,"""Craig R.Hughes"" said: > Seems like a good idea. We might get one of two other issues > raised tomorrow too once US people get back to work tomorrow and > start downloading 2.40 in earnest. yep, I reckon that's likely. BTW I'm hearing reports about problems resolving spamassassin.org. Anyone else noticing this? if it's serious I'll see if I can get Mark Reynolds to add a 2ndary in the US, to go with the primaries in Oz. > > - looks like there may be a razor2 issue I think this is a Razor bug/glitch triggered when file permissions don't allow its own log system to work. At least that's the report I heard on the Razor list in the past... Theo, does it work now that you /dev/null'd the logfile? > > - version number (says ""cvs"") > > - tag tree as ""Rel"" this time too I won't bother tagging with Rel, IMO; I don't think we should rely on the version control system inside our code, so I've just put a line in Mail/SpamAssassin.pm instead. I will of course tag with a release *label* though. --j."
ham,"""zeek"" said: > This was thoroughly confusing, but by playing musical chairs with the spamd > args I smashed a bug: > > OK: > spamd --debug --daemonize --auto-whitelist --username=nobody --allowed-ips=1 > 27.0.0.1"" > OK: > spamd --debug --daemonize --auto-whitelist --username=nobody --allowed-ips=1 > 27.0.0.1, 192.168.1.1"" > NOT OK: > spamd --debug --daemonize --auto-whitelist --username=nobody --allowed-ips=1 > 92.168.1.1, 127.0.0.1"" fwiw, I can't reproduce this with spamd --debug --auto-whitelist --allowed-ips=""127.0.0.1"" spamd --debug --auto-whitelist --allowed-ips=""127.0.0.1, 192.168.1.1"" spamd --debug --auto-whitelist --allowed-ips=""192.168.1.1, 127.0.0.1"" which I presume is what you meant (except for the missing args of course). They all seem to work OK. --j. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"Thank you Lars for your reply to my query. > SA doesnt do any of these. It is probably a function of whatever scanning system/MDA > you're using (amavis, procmail, whatever). What exactly are you using? I am using SpamAssassin as part of the MailScanner package (using sendmail as the MTA). It integrates nicely in there, and shares a configuration file with SA. All very neat. > SA in itself does nothing really. You need a frontend (procmail, amavis, etc) > at some point in the mail delivery chain that can hand over the message > to SA and do whatever other processing you want. I thought that SA rated a message with a certain score, then did a certain action (such as store | deliver | delete) based on the configuration given. I was hoping there were some other actions that I could custom-program in. Again, many thanks, Adrian ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"Update of /cvsroot/spamassassin/spamassassin/lib/Mail/SpamAssassin In directory usw-pr-cvs1:/tmp/cvs-serv17809/lib/Mail/SpamAssassin Modified Files: Tag: b2_4_0 Conf.pm Log Message: added deprecation regarding starting line with space; reserved for future use; also changed sample version_tag Index: Conf.pm =================================================================== RCS file: /cvsroot/spamassassin/spamassassin/lib/Mail/SpamAssassin/Conf.pm,v retrieving revision 1.91.2.7 retrieving revision 1.91.2.8 diff -b -w -u -d -r1.91.2.7 -r1.91.2.8 --- Conf.pm 29 Aug 2002 14:52:43 -0000 1.91.2.7 +++ Conf.pm 4 Sep 2002 15:22:39 -0000 1.91.2.8 @@ -24,8 +24,11 @@ files, loaded from the /usr/share/spamassassin and /etc/mail/spamassassin directories. -The C character starts a comment, which continues until end of line, -and whitespace in the files is not significant. +The C character starts a comment, which continues until end of line. + +Whitespace in the files is not significant, but please note that starting a +line with whitespace is deprecated, as we reserve its use for multi-line rule +definitions, at some point in the future. Paths can use C to refer to the user's home directory. @@ -257,7 +260,7 @@ eg. - version_tag perkel2 # version=2.40-perkel2 + version_tag myrules1 # version=2.41-myrules1 =cut ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-commits mailing list Spamassassin-commits@lists.sourceforge.net URL"
ham,"This is a warning message only. Your message remains in the server queue, the server will try to send it again. You should not try to resend your message now. Message delivery to 'casimir@tgsnopec.com' delayed SMTP module(domain tgsnopec.com) reports: relay.tgsnopec.com: no response"
ham,"On Thursday 05 September 2002 04:10 CET Mike Burger wrote: > Just loaded up SA 2.40 from Theo's RPMs...spamassassin-2.40-1 and > perl-Mail-SpamAssassin-2.40-1 on a RH 7.1 system with perl 5.6.1 running > on it. > > I'm getting messages that seem to indicate that SA can't find > PerMsgStatus, like so: > > Sep 4 21:01:59 burgers spamd[17579]: Failed to run CTYPE_JUST_HTML > SpamAssassin test, skipping: ^I(Can't locate object method > ""check_for_content_type_just_html"" via package > ""Mail::SpamAssassin::PerMsgStatus"" (perhaps you forgot to load > ""Mail::SpamAssassin::PerMsgStatus""?) at > /usr/lib/perl5/site_perl/5.6.1/Mail/SpamAssassin/PerMsgStatus.pm line > 1814, line 21. ) > >[...] > > Any ideas? Perl doesn't complain that it can't find PerMsgStatus.pm but the function check_for_content_type_just_html(). Do you probably have some old rules files still lurking around? This test existed in 2.31 but is gone/was renamed with 2.40. Malte -- -- Coding is art. -- ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"I'm getting an error page from sourceforge.net when I try to go to URL Just FYI. -- Larry Rosenman URL Phone: +1 972-414-9812 E-Mail: ler@lerctr.org US Mail: 1905 Steamboat Springs Drive, Garland, TX 75044-6749 ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"""Clark C . Evans"" said: > Hello. I'm hosted on a FreeBSD box where I can't modify the > local Perl installation. I downloaded and installed procmail > in my home directory, and now I'm trying to get spamassassin to work... > > bash-2.05$ perl Makefile.PL PREFIX=/home/cce SYSCONFDIF=/home/cce/etc > Warning: prerequisite HTML::Parser 0 not found at (eval 1) line 219. > Warning: prerequisite Pod::Usage 0 not found at (eval 1) line 219. > 'SYSCONFDIF' is not a known MakeMaker parameter name. SYSCONFDIR. --j. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"""Kerry Nice"" said: > What about some reality check rules. Yeah, you can pack in lots of things > into the header to try and get some negative points, but do they all make > sense in combination. Can you have a Pine message id in the same header > with an Outlook Express one or a Mutt User-Agent? Yes, this is a big bonus of meta rules (new in 2.40); we can now e.g. check for an Outlook-style forwarded message, and not give it negative points unless it contains other signs of being from Outlook. > I think the headers should be paid special attention to. The message > content of something from the NY Times or Lockergnome might look spammy, but > usually they don't forge or fake anything in the header. Tone down the > negative scores and ding them extra for any obvious forgeries. When we get more (good) ""nice"" tests, the GA will assign lower scores to them. I think the current problem is that there are very few really good nice tests in the current rulebase, and lots of +ve tests that those newsletters hit, giving the GA a big problem to solve. --j. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"Jesus Climent said: > d output: Bareword found where operator expected at (eval 11) line 95, > near ""25FREEMEGS_URL_uri_test"" (Missing operator before > FREEMEGS_URL_uri_test?) Bareword found whe > Is that a bug or is a fault in my system? looks like there's an out-of-date copy of the rules files, on your system. that rules is called ""FREEMEGS_URL"" nowadays. --j. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"BTW, I've been thinking a little about the RPMs and other packages. Already the PLD guys are distributing 3 rpms: - perl-Mail-SpamAssassin the perl modules. - spamassassin the ""spamassassin"" and ""spamd"" scripts, spamd rc-file etc. - spamassassin-tools mass-check, masses directory stuff, etc. for generating rescore data from corpora. This seems like a good way to do it; this way, stuff which just needs the perl modules doesn't need to require the full RPM be installed, with RC files in init.d etc. It's been adopted in the distributed .spec file, anyway. Theo, BTW, what's the eval test you add in the tvd version of the RPM? --j. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"It's possible...I performed the update via ""rpm -U""...which, of course, created all the new rulesets as ""xx_rulename.cf.rpmnew"" Crud. I'll have to start moving things around. On Thu, 5 Sep 2002, Malte S. Stretz wrote: > On Thursday 05 September 2002 04:10 CET Mike Burger wrote: > > Just loaded up SA 2.40 from Theo's RPMs...spamassassin-2.40-1 and > > perl-Mail-SpamAssassin-2.40-1 on a RH 7.1 system with perl 5.6.1 running > > on it. > > > > I'm getting messages that seem to indicate that SA can't find > > PerMsgStatus, like so: > > > > Sep 4 21:01:59 burgers spamd[17579]: Failed to run CTYPE_JUST_HTML > > SpamAssassin test, skipping: ^I(Can't locate object method > > ""check_for_content_type_just_html"" via package > > ""Mail::SpamAssassin::PerMsgStatus"" (perhaps you forgot to load > > ""Mail::SpamAssassin::PerMsgStatus""?) at > > /usr/lib/perl5/site_perl/5.6.1/Mail/SpamAssassin/PerMsgStatus.pm line > > 1814, line 21. ) > > > >[...] > > > > Any ideas? > > Perl doesn't complain that it can't find PerMsgStatus.pm but the function > check_for_content_type_just_html(). Do you probably have some old rules > files still lurking around? This test existed in 2.31 but is gone/was > renamed with 2.40. > > Malte > > ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,I finally found the SpamAssassin ninja's! After months of searchng.. I found the litte guys at a bowling alley in Valencia! Here's a shot of my beloved clan! URL ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL
ham,sorry for the dupe.. thought the com address would bounce.. my bad. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL
ham,"On Fri, Sep 06, 2002 at 11:32:01AM -0500, Josh Hildebrand wrote: > Unfortunately, when I run that, it complains about the H parameter. > > -F 0|1 remove/add 'From ' line at start of output (default: 1) > > But I can run it on the command line as ""spamd -d -c -a -H"" just fine. > > Anyone else run into this problem? you look to have 2 versions of spamd installed. The one running from the RC script is pre-2.4 (there is a -H now, and -F has been removed), but the one you run from the commandline seems to be a 2.4x version. I would find that old version of SA and blow it away. -- Randomly Generated Tagline: ""If you lend someone $20, and never see that person again, it was probably worth it."" - Zen Musings"
ham,"On Fri, Sep 06, 2002 at 06:22:52PM +0100, Matt Sergeant wrote: > Can anyone out there who uses SA with lotus notes users help us figure > out what to tell customers to do when they've got emails coming in with > spam identifying headers? We've been told that Notes has no way to > handle extra headers, but I'm sure that can't be universally true. > > I've searched the 'net, and it seems that Notes can only filter based on > the ""visible"" headers, i.e. sender, subject, precedence, etc. Is there > any way to filter based on X- headers? => Yes the only way out with Notes looks like changing the subject (subject_tag). Regards, SL/ --- Stephane Lentz / Alcanet International - Internet Services ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"On Fri, Sep 06, 2002 at 10:09:19AM -0700, bugzilla-daemon@hughes-family.org wrote: > another (or would look terrible). Let's just use a letter. If > aesthetics are your concern, I think an ""x"" will look just fine. ""x"" is fine, but let's not take out the config option. if people really want to have it be something else, we shouldn't hinder them. -- Randomly Generated Tagline: ""And the next time you consider complaining that running Lucid Emacs 19.05 via NFS from a remote Linux machine in Paraguay doesn't seem to get the background colors right, you'll know who to thank."" (By Matt Welsh)"
ham,"URL ------- Additional Comments From felicity@kluge.net 2002-09-06 10:56 ------- Subject: Re: [SAdev] spam_level_char option change/removal On Fri, Sep 06, 2002 at 10:09:19AM -0700, bugzilla-daemon@hughes-family.org wrote: > another (or would look terrible). Let's just use a letter. If > aesthetics are your concern, I think an ""x"" will look just fine. ""x"" is fine, but let's not take out the config option. if people really want to have it be something else, we shouldn't hinder them. ------- You are receiving this mail because: ------- You are the assignee for the bug, or are watching the assignee. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-devel mailing list Spamassassin-devel@lists.sourceforge.net URL"
ham,"On Saturday 07 September 2002 23:22 CET Daniel Quinlan wrote: > Craig Hughes writes: > > How about configuring SA to set precendence to ""low"" for spam > > messages, then filter on that -- no real human I've ever seen has > > actually set precendence to low on real mail. > > Assuming there isn't a better way for Lotus Notes users, we could > create a ""Precedence: spam"" convention. The only two Precedence: > headers I've seen (aside from one or two odd messages) are ""bulk"" and > ""list"". Adding a ""spam"" header makes sense given the convention. I'd suggest using Precedence: junk. Albeit it's no standard header does most Software already recognize it. Courier eg. doesn't send auto-replies to mails with the Precedence bulk or junk. I think Outlook does handle these special, too. [1] says: | Autoresponses should always contain the header | Precedence: junk | Notice the spelling of ""prec-e-dence"". In particular, count the number of | n:s (and a:s and s:es, if you're totally agraphic and/or from the United | States). This will prevent well-tempered mail programs from generating | bounce messages for these. If the recipient can't be reached, the | autoresponder message is simply discarded. | [...] | (For what it's worth, the meaning of the Precedence header in practice is | that it affects Sendmail so that messages identified as less important get | moved back in the queue under high load. [...]) >[...] Malte [1] Moronic Mail Autoresponders (A FAQ From Hell): URL -- --- Coding is art. -- ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"I thought I'd installed razor correctly, but I am seeing the following in my logs. Can anyone give me a hitn? Sep 8 06:46:45 omega spamd[6514]: razor2 check skipped: No such file or directory Can't locate object method ""new"" via package ""Net::DNS::Resolver"" (perhaps you forgot to load ""Net::DNS::Resolver""?) at (eval 31) line 1, line 114. ^I...propagated at /usr/lib/perl5/site_perl/5.6.1/Mail/SpamAssassin/Dns.pm line 392, line 114. -- Robin Lynn Frank Paradigm-Omega, LLC ================================== The only certainty about documentation is that whoever wrote it ""might"" have understood it. The rest of us may not be so lucky. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"Despite my lack of confidence to upgrade to 2.41 using the tarball instead of cpan, it worked. With the help of others, got razor working. I did however notice something in my logs which happened twice but hasn't recurred. Sep 8 16:10:11 omega spamd[14014]: razor2 check skipped: Permission denied Can't call method ""log"" on unblessed reference at /usr/lib/perl5/site_perl/5.6.1/Razor2/Client/Agent.pm line 211, line 66. -- Robin Lynn Frank Paradigm-Omega, LLC ================================== The only certainty about documentation is that whoever wrote it ""might"" have understood it. The rest of us may not be so lucky. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,On Monday 09 September 2002 11:13 CET Matt Sergeant wrote: > Malte S. Stretz wrote: > >[...] > > So I'd vote for a complete removal of 60_whitelists.cf and a page > > URL where we list common > > whitelist entries instead. > > I would happily agree to that. > > Though maybe it should be a wiki... ;-) Just imagine what Ronnie Scelson would do to a wiki *shudder* M -- --- Coding is art. -- ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-devel mailing list Spamassassin-devel@lists.sourceforge.net URL
ham,"URL ------- Additional Comments From larry@5points.net 2002-09-10 08:45 ------- Dan, To answer your question to my post (which maybe should be a seperate bug?) I'm using Spamassassin version 2.30 ------- You are receiving this mail because: ------- You are the assignee for the bug, or are watching the assignee. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Spamassassin-devel mailing list Spamassassin-devel@lists.sourceforge.net URL"
ham,">>>>> ""CW"" == Carlo Wood writes: CW> to manually decode the base64 part. CW> Can someone please tell me how to do that? google: base64 decode the first three results look useful. ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"On Wednesday 11 September 2002 16:19 CET Justin Mason wrote: > Malte S. Stretz said: >[...] > > I think we should even add new (GA'd) rules to 2.4x (and/or remove old > > ones) and tag a new 2.50 only if we have a bunch of features worth a > > ""dangerous"" big update. I'd say: Yes, you should expect 2.42 and also > > 2.43+ (but update to 2.41 now). > > I would think adding new rules to, or removing broken rules from, 2.4x > would require some discussion first. but new GA'd scores are definitely > worth putting in, as the ones there are too wild. I think my mail wasn't very clear ;-) My point was that we should continue releasing new rules and removing broken ones (all based on discussions on this list of course) in the 2.4 branch instead of creating a new 2.5 branch everytime we have a bunch of new rules. A new branch should be openend only if (big) new features are introduced (eg. Bayes) or the interface has changed (spam_level_char=x). As the rules are under fluent development, the user has to update quite regularly. But currently he couldn't be shure if the new release will break anything in his setup (like -F going away). So if we say ""the branches are stable to the outside and just improved under the surface but you have to watch out when you update to a new minor version number"", users and sysadmins could be less reluctant to update. All just IMHO :o) Malte P.S.: I'll be away from my box and my mail account for one week, starting tomorrow. So happy coding for the next week :-) -- --- Coding is art. --"
ham,"This is not directly SpamAssassin related, but more of a general dealing-with-SPAM issue. What is the best way to deal with SPAM during the SMTP transaction? There are domains and addresses that I know are SPAM at the 'MAIL FROM' and can deal with at the SMTP level. I have been, and I think most people, respond with a 5.7.1 code, a ""permanent"" error. That pretty much means, ""Don't bother to try from that address again, you'll get the same error."" People often add cathartic messages to accompany the 550 like, ""Spammers must die."" But this might not be the best way to go. You are telling the spammers that you are on to them. This may cause them to try other methods to get around your blocks. Is it perhaps better to blackhole the mail? That is, act like everything is OK during the SMTP transaction, but then just drop the mail into the bitbucket. (This is generally how SpamAssassin works since almost everyone uses it after the SMTP transaction has completed successfully.) Spammer thinks everything is going fine and has no reason to try new methods. Then there is a third possibility. Instead of returning a 550 code indicating you're on to the spammer, fake a 5.1.1 response which is saying ""mailbox does not exist."" This would be in the hopes that some spammers out there actually remove names reported as non-existent from their lists. I know, a slim hope, but even if only a few do, it can lower the incidence. So, what are the arguments for each? Do spammers even look at _any_ of the bounce messages they get? The volume of bounces must be huge. Personally, I'm starting to think blackholes are the way to go... But sending back that ""Spammer die, die, die,"" or stock ""Access DEE-NIED!"" (my ephasis added) message can be pretty satisfying. ;) -- Crist J. Clark | cjclark@alum.mit.edu | cjclark@jhu.edu URL | cjc@freebsd.org ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"Robert Strickler said: > Looks like we need an identity stamp in the X-Spam headers so that SA only > accepts headers from authorized sources. Well, SpamAssassin will just ignore any old X-Spam-whatever headers it finds, so that cannot be used to get around the filter. --j. ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"On Wed, 11 Sep 2002, Stephane Lentz wrote: > => I faced a similar problem with the FreeBSD when trying to > install SpamAssassin through the ports on my fresh FreeBSD 4.6.2. > I had to define PERL5LIB with some given order of directories > so that the latest File::Spec module get used. Good to hear it's not just me. Mind telling me how you set PERL5LIB specificly? I've tried a few things (setenv in the shell, as well as $PERL5LIB == ...inside the Makefile.PL, even on the perl command line..) with no success. thanks. ..david --- david raistrick drais@atlasta.net URL ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"I successfully installed spamassassin & razor to run system wide on my Debian Woody server. Briefly I apt-get installed spamassassin razor and libmilter-dev, downloaded spamass-milter-0.1.2.tar.gz from URL ungzipped and untarred the file into /etc/mail, followed the directions in /etc/mail/spamass-milter-0.1.2/README to compile the milter, install the rc scripts, and edit and update sendmail.mc changed /etc/default/spamassassin to set spamassassin to daemon mode. verified that spamassassin was running by tailing /var/log/mail.log Woody/stable has SA 2.20 Woody/unstable has SA 2.41 I'm running the stable source live right now and it is working very well. If you want unstable change /etc/apt/sources.list, substituting ""unstable"" for ""stable"", Run apt-get update Install the unstable versions Change /etc/apt/sources.list Run apt-get update Quentin Krengel Krengel Technology Inc -----Original Message----- From: spamassassin-talk-admin@example.sourceforge.net [mailto:spamassassin-talk-admin@lists.sourceforge.net] On Behalf Of Tanniel Simonian Sent: Wednesday, September 11, 2002 4:15 PM To: spamassassin-talk@example.sourceforge.net Subject: [SAtalk] Debianized Packages for SA 2.3+ Im currently using woody. Is there a debianized package for SA on Woody, or at least somewhere I can download from? Its been soo long that I haven't compiled stuff, that Im sort of shy to try again. =) -- Tanniel Simonian Programmer / Analyst III UCR Libraries URL 909 787 2832 ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"On Wed, Sep 11, 2002 at 01:46:19PM -0700, David Raistrick wrote: > On Wed, 11 Sep 2002, Stephane Lentz wrote: > > > => I faced a similar problem with the FreeBSD when trying to > > install SpamAssassin through the ports on my fresh FreeBSD 4.6.2. > > I had to define PERL5LIB with some given order of directories > > so that the latest File::Spec module get used. > > Good to hear it's not just me. Mind telling me how you set PERL5LIB > specificly? I've tried a few things (setenv in the shell, as well as > $PERL5LIB == ...inside the Makefile.PL, even on the perl command > line..) with no success. > - Presuming your run Bash : Note the directory lists # perl -e 'map { print ""$_\n"" } @INC' Then set up the Shell variable PERL5LIB variable (and put it in some .bashrc for future use) # export PERL5LIB=""directory1:directory2:directory3:directory4"" Then try to install the software PERL5LIB is explained perlrun(1) : do # man perlrun for more information Regards, SL/ --- Stephane Lentz / Alcanet International - Internet Services ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"So far today, I've found eff.org and mandrakesoft.com in DCC. My confidence in DCC is beginning to drop. -- Robin Lynn Frank Paradigm-Omega, LLC ================================== No electrons were harmed in the sending of this message. However, two neutrons and a proton complained about the noise. ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"On Wed, 11 Sep 2002, Vince Puzzella wrote: > Ever since I set defang_mime 0 all spam that contains HTML has a badly > formatted report. I think/realize it's because the report should be in > HTML. Is there anyway to get Spamassassin to add an HTML report in > cases where it is required (defang_mime 0)? Funny, I was in the middle of composing the same message when I saw yours. It would be nice if it sees a header like: Content-type: text/html; charset=iso-8859-1 and defang_mime is 0, it could wrap the report with for ease of reading? And the same sort of problem seems to occur with base64 encoded messages. The report is placed inside of the mime boundary: ------=_NextPart_000_00B7_31E64A2B.B8441E37 Content-Type: text/plain; charset=""iso-8859-1"" Content-Transfer-Encoding: base64 SPAM: -------------------- Start SpamAssassin results ---------------------- Should this not go above (probably in it's own mime section,) to make sure that the attachments don't get destroyed? Ian ------------------------------------------- Ian White email: iwhite@victoria.tc.ca ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"On 9/11/2002 at 10:01 AM spamassassin-talk-request@lists.sourceforge.net spamassassin-talk@lists.sourceforge.net wrote: >Message: 15 >From: Vivek Khera >Date: Wed, 11 Sep 2002 10:06:55 -0400 >To: spamassassin-talk@example.sourceforge.net >Subject: Re: [SAtalk] Calypso email = ratware? > >>>>>> ""JM"" == Justin Mason writes: > >JM> Now all we need to do is get all the SpamAssassin users out there to >JM> upgrade... > >Considering that the rules need to adapt to the changing look and feel >of spam vs. non-spam, does it make sense to have SA automatically >issue a notice when it is, say 9 months old, recommending that the >user/operator check for updated rules? > >Sort of like a nag-ware feature, but in self-defense for the user, not >the vendor ;-) > >-- >=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-= >Vivek Khera, Ph.D. Khera Communications, Inc. >Internet: khera@kciLink.com Rockville, MD +1-240-453-8497 >AIM: vivekkhera Y!: vivek_khera URL better yet would be a built-in server check on a periodic basis, even daily, looking for the existence of an update, and if found prompt the system admin to upgrade the server. With the ever changing face of spam, this would probably be a big benefit to SA users and help keep everyone up to date. We have not done this with too many of the apps we sell on URL strictly because of joe-average-user concerns about spyware and ""phoning home"", but in cases where the app needs to access the internet anyhow, we have done it with great success and minimal concern by our users. ---- Joseph Burke President/CEO InfiniSource, Inc. ------------------------------------------------------- In remembrance URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,">Anyway I'm making good progress and my implementation works reasonably >well. It now seems blindingly clear that we want a tightly-integrated >implementation of Naive Bayes spam/nonspam classification. There are >still some things about how to do this right inside SA that I still am >figuring out. > >Dan This is very good news! Will this allow for individual spam word file preferences when spamassassin is running on a mailserver for multiple users? This would be an outstanding addition if it can be done. Thanks much for a great project. -- Regards, Eric Mings Ph.D. ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
ham,"Op 12-09-2002 00:35 schreef Ellen Clary (ellen@dgi.com): >> Then there is a third possibility. Instead of returning a 550 code >> indicating you're on to the spammer, fake a 5.1.1 response which is >> saying ""mailbox does not exist."" This would be in the hopes that some >> spammers out there actually remove names reported as non-existent from >> their lists. I know, a slim hope, but even if only a few do, it can >> lower the incidence. > > They don't, I can guarantee that. Quite a few spamtraps nowadays > operate by 5nn'ing for 6 months in the hope of getting legit mailers > to remove bouncing addrs from lists; then after 6 months, they just > spamtrap all incoming mail to those addrs. (unfortunately a lot of > legit mailers don't bother cleaning their lists either.) Most spammers don't check reply codes at all, they just send out as many mails as their system will hold without checking for any confirmation. A trick to lower spam reception was dicussed on the postfix mailing list some time ago: answer all incoming mail with a 4xx temporary error code when it is offered the first time, and accept it the second time. Apparently most mass-emailers don't even try to deliver a second time. ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. URL _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net URL"
